User_Id,Place_Id,Place_Ratings,Price,Rating,Lat,Long,Category_Encoded,City_Encoded,Age_Group_Encoded,Price_Scaled
1,307,4,5000,4.4,-7.2274463,107.6050805,2,0,2,0.005555555555555556
1,302,2,0,4.7,-6.9000672,107.62587,5,0,2,0.0
1,48,2,5000,4.6,-6.1891586,106.8397738,1,1,2,0.005555555555555556
2,147,2,0,4.5,-7.7857242,110.3746954,1,4,2,0.0
2,2,5,0,4.6,-6.1376448,106.8171245,1,1,2,0.0
2,322,4,0,4.2,-7.1951102,107.4312811,2,0,2,0.0
2,23,3,0,4.8,-6.169225,106.833063,5,1,2,0.0
2,85,4,6000,4.5,-7.8006715,110.3676551,4,4,2,0.006666666666666667
2,371,3,25000,4.3,-7.2531096,110.4264512,2,2,2,0.027777777777777776
2,78,5,1000,4.3,-6.2106945,106.7643954,4,1,2,0.0011111111111111111
2,111,2,3000,4.5,-7.9020355,110.4374627,4,4,2,0.0033333333333333335
2,107,2,5000,4.6,-7.8052843,110.3642137,1,4,2,0.005555555555555556
2,185,2,10000,4.5,-8.145019,110.5998857,0,4,2,0.011111111111111112
2,413,3,2000,4.5,-7.227185,112.718997,1,3,2,0.0022222222222222222
2,389,2,0,4.2,-7.0565164,110.4862531,2,2,2,0.0
2,437,5,10000,4.8,-7.2420758,112.7368158,5,3,2,0.011111111111111112
2,105,2,0,4.4,-7.7955613,110.3612095,1,4,2,0.0
2,176,3,10000,4.4,-7.6159272,110.4243329,1,4,2,0.011111111111111112
2,407,5,0,4.5,-7.2573072,112.7437199,4,3,2,0.0
2,208,5,10000,4.6,-7.7628136,110.1161626,2,4,2,0.011111111111111112
2,437,4,10000,4.8,-7.2420758,112.7368158,5,3,2,0.011111111111111112
2,208,3,10000,4.6,-7.7628136,110.1161626,2,4,2,0.011111111111111112
2,281,2,60000,3.8,-7.0096022,107.6062161,4,0,2,0.06666666666666667
2,167,2,0,4.5,-7.974294,110.4364363,2,4,2,0.0
2,384,5,0,4.5,-7.0290974,110.3775382,1,2,2,0.0
2,426,4,0,4.7,-7.2592948,112.7470512,1,3,2,0.0
2,390,2,5000,4.1,-7.0967079,110.3900517,2,2,2,0.005555555555555556
2,367,2,7000,4.3,-7.3126613,110.3746785,2,2,2,0.0077777777777777776
2,166,2,6000,4.5,-7.647054,110.1414699,2,4,2,0.006666666666666667
2,18,5,2000,4.7,-6.137127,106.813005,1,1,2,0.0022222222222222222
2,321,3,30000,4.4,-7.1675908,107.3532419,4,0,2,0.03333333333333333
2,262,3,50000,4.7,-6.8597013,107.6360983,2,0,2,0.05555555555555555
3,223,5,0,4.7,-6.9216897,107.6061399,5,0,2,0.0
3,17,5,5000,4.4,-6.1364489,106.8130661,1,1,2,0.005555555555555556
3,319,5,5000,4.3,-7.1724126,107.3766656,2,0,2,0.005555555555555556
3,310,3,0,4.1,-6.8038883,107.5866313,2,0,2,0.0
3,421,3,10000,4.4,-7.240328,112.731431,1,3,2,0.011111111111111112
3,202,5,10000,4.5,-8.146423,110.6061408,0,4,2,0.011111111111111112
3,48,2,5000,4.6,-6.1891586,106.8397738,1,1,2,0.005555555555555556
3,283,3,0,4.6,-6.9000987,107.6046708,4,0,2,0.0
3,202,3,10000,4.5,-8.146423,110.6061408,0,4,2,0.011111111111111112
3,250,2,50000,4.1,-7.0409154,107.5269156,4,0,2,0.05555555555555555
3,118,2,5000,4.6,-7.8024499,110.3639555,1,4,2,0.005555555555555556
3,54,2,0,4.2,-6.3401514,106.9012561,4,1,2,0.0
3,70,3,0,4.7,-6.1812918,106.8268717,1,1,2,0.0
3,33,4,0,4.6,-6.1994034,106.8326228,4,1,2,0.0
3,227,2,0,4.6,-6.9218571,107.6070141,4,0,2,0.0
3,86,4,15000,4.6,-7.8052845,110.3642031,1,4,2,0.016666666666666666
3,105,5,0,4.4,-7.7955613,110.3612095,1,4,2,0.0
3,249,3,100000,4.0,-6.8963,107.617,4,0,2,0.1111111111111111
3,131,4,5000,4.3,-7.9924379,110.317778,2,4,2,0.005555555555555556
3,382,2,200000,4.3,-7.2539005,110.4414953,4,2,2,0.2222222222222222
3,193,2,50000,4.6,-7.7439217,110.4929095,1,4,2,0.05555555555555555
3,176,2,10000,4.4,-7.6159272,110.4243329,1,4,2,0.011111111111111112
3,104,3,20000,4.4,-7.7815714,110.5045827,1,4,2,0.022222222222222223
3,24,4,5000,4.6,-6.1764021,106.8215901,1,1,2,0.005555555555555556
3,128,5,0,4.5,-8.0173266,110.3180791,4,4,2,0.0
3,134,3,10000,4.4,-7.8055232,110.2374676,4,4,2,0.011111111111111112
3,228,3,3000,4.5,-6.9375748,107.603775,1,0,2,0.0033333333333333335
3,237,3,75000,4.3,-6.9614032,107.6227321,4,0,2,0.08333333333333333
3,100,4,0,4.5,-7.8001041,110.3676579,1,4,2,0.0
3,198,5,5000,4.6,-8.1978644,110.7186216,0,4,2,0.005555555555555556
4,50,2,2000,4.0,-6.1861838,106.8364761,1,1,2,0.0022222222222222222
4,376,2,30000,4.5,-6.9749923,110.424954,1,2,2,0.03333333333333333
4,268,4,50000,4.6,-6.8423638,107.6232403,4,0,2,0.05555555555555555
4,242,4,12000,4.0,-6.8655225,107.6181878,2,0,2,0.013333333333333334
4,82,3,5000,4.5,-6.2316985,106.8185425,1,1,2,0.005555555555555556
4,348,5,20000,4.7,-6.9984759,110.4106468,1,2,2,0.022222222222222223
4,409,3,0,4.5,-7.278736,112.718453,1,3,2,0.0
4,88,3,3000,4.6,-7.8002016,110.3663044,1,4,2,0.0033333333333333335
4,4,4,10000,4.5,-6.3024459,106.8951559,4,1,2,0.011111111111111112
4,377,3,35000,4.5,-7.2156923,110.3649392,4,2,2,0.03888888888888889
4,43,5,70000,4.4,-6.2555033,106.8122591,4,1,2,0.07777777777777778
4,15,4,0,4.4,-6.1766868,106.8417666,3,1,2,0.0
4,91,3,0,4.4,-7.8102685,110.3931513,4,4,2,0.0
4,193,5,50000,4.6,-7.7439217,110.4929095,1,4,2,0.05555555555555555
4,312,3,11000,4.5,-6.8585841,107.6306089,2,0,2,0.012222222222222223
4,44,2,0,4.7,-6.1949978,106.8230496,1,1,2,0.0
4,14,5,900000,4.8,-5.587055,106.5885,0,1,2,1.0
4,406,3,0,4.4,-7.3123655,112.7889021,2,3,2,0.0
4,383,2,0,4.4,-7.0388032,110.4215576,4,2,2,0.0
4,229,2,45000,4.0,-6.8669518,107.6100859,4,0,2,0.05
4,290,3,5000,4.6,-6.8597474,107.5941693,1,0,2,0.005555555555555556
4,5,5,94000,4.5,-6.12419,106.839134,4,1,2,0.10444444444444445
4,294,5,0,4.3,-6.8986869,107.6077451,1,0,2,0.0
4,309,5,25000,4.5,-6.8246311,107.6171106,2,0,2,0.027777777777777776
4,74,2,0,4.6,-6.267513,106.824107,1,1,2,0.0
4,97,2,15000,4.5,-7.7495904,110.3696068,1,4,2,0.016666666666666666
5,421,4,10000,4.4,-7.240328,112.731431,1,3,2,0.011111111111111112
5,138,2,20000,4.4,-7.7280356,110.3591712,4,4,2,0.022222222222222223
5,436,5,0,4.6,-7.2943303,112.7617534,4,3,2,0.0
5,395,2,0,4.6,-7.2614722,112.7428284,4,3,2,0.0
5,300,4,10000,4.4,-6.8765131,107.3422183,2,0,2,0.011111111111111112
5,321,3,30000,4.4,-7.1675908,107.3532419,4,0,2,0.03333333333333333
5,68,5,0,4.4,-6.1436722,106.8129398,3,1,2,0.0
5,55,5,0,4.5,-6.1444737,106.8126018,5,1,2,0.0
5,434,4,0,4.6,-7.2913468,112.7398218,4,3,2,0.0
5,9,5,175000,4.4,1.07888,103.931398,0,1,2,0.19444444444444445
5,166,3,6000,4.5,-7.647054,110.1414699,2,4,2,0.006666666666666667
5,151,5,0,4.4,-7.6410258,110.3622794,4,4,2,0.0
5,4,3,10000,4.5,-6.3024459,106.8951559,4,1,2,0.011111111111111112
5,61,3,0,4.6,-6.2030468,106.8466623,1,1,2,0.0
5,159,2,2500,4.5,-7.9209209,110.4355651,2,4,2,0.002777777777777778
5,397,5,0,4.4,-7.3182202,112.7842405,4,3,2,0.0
5,391,2,7500,4.1,-7.2241813,110.3782661,2,2,2,0.008333333333333333
5,407,3,0,4.5,-7.2573072,112.7437199,4,3,2,0.0
5,301,2,50000,4.4,-6.842535,107.622698,2,0,2,0.05555555555555555
5,143,4,2000,4.6,-7.9310984,110.430919,2,4,2,0.0022222222222222222
5,27,2,115000,4.5,-6.1264775,106.842963,4,1,2,0.12777777777777777
5,283,4,0,4.6,-6.9000987,107.6046708,4,0,2,0.0
5,190,2,4000,4.0,-8.0045535,110.2703756,0,4,2,0.0044444444444444444
5,346,4,0,4.6,-6.9923507,110.4201162,4,2,2,0.0
5,67,4,25000,4.2,-6.1160075,106.7692016,2,1,2,0.027777777777777776
5,381,3,0,4.7,-6.9843485,110.4093207,1,2,2,0.0
5,368,3,3000,4.5,-7.267539,110.418076,2,2,2,0.0033333333333333335
5,433,4,2000,4.4,-7.4338593,112.7199058,1,3,2,0.0022222222222222222
5,420,3,0,4.5,-7.2562972,112.7379955,1,3,2,0.0
5,335,3,10000,4.5,-7.2098867,110.3421119,1,2,2,0.011111111111111112
5,115,3,15000,4.3,-7.7881728,110.3715403,1,4,2,0.016666666666666666
6,433,4,2000,4.4,-7.4338593,112.7199058,1,3,0,0.0022222222222222222
6,334,2,50000,4.5,-6.9012241,107.6099853,4,0,0,0.05555555555555555
6,348,2,20000,4.7,-6.9984759,110.4106468,1,2,0,0.022222222222222223
6,219,2,15000,4.5,-6.8340683,107.6636151,2,0,0,0.016666666666666666
6,178,3,40000,4.5,-7.9339721,110.651966,2,4,0,0.044444444444444446
6,266,3,0,4.4,-6.8580464,107.6647084,2,0,0,0.0
6,92,2,0,4.7,-7.8013803,110.3647652,4,4,0,0.0
6,64,5,2000,4.7,-6.2046303,106.8365324,1,1,0,0.0022222222222222222
6,102,4,40000,4.5,-7.8011159,110.3646172,1,4,0,0.044444444444444446
6,166,5,6000,4.5,-7.647054,110.1414699,2,4,0,0.006666666666666667
6,257,2,0,4.3,-6.9338497,107.604925,1,0,0,0.0
6,243,5,15000,4.1,-6.9154546,107.640769,1,0,0,0.016666666666666666
6,346,5,0,4.6,-6.9923507,110.4201162,4,2,0,0.0
6,116,5,2500,4.5,-7.9401065,110.4300062,4,4,0,0.002777777777777778
6,359,2,25000,4.3,-7.2255041,110.3463166,2,2,0,0.027777777777777776
6,121,4,50000,4.7,-7.7520206,110.4914674,1,4,0,0.05555555555555555
6,385,4,0,4.4,-6.9688821,110.4318692,1,2,0,0.0
6,398,5,0,4.1,-7.2662139,112.795281,4,3,0,0.0
6,88,5,3000,4.6,-7.8002016,110.3663044,1,4,0,0.0033333333333333335
6,119,2,5000,4.4,-7.8081518,110.4595183,1,4,0,0.005555555555555556
6,393,2,0,4.4,-7.2952211,112.8035603,2,3,0,0.0
6,4,4,10000,4.5,-6.3024459,106.8951559,4,1,0,0.011111111111111112
6,298,3,0,4.8,-6.9580556,107.5205556,2,0,0,0.0
6,410,2,95000,4.3,-7.2861707,112.6333338,4,3,0,0.10555555555555556
6,224,5,40000,4.2,-6.8486423,107.625939,4,0,0,0.044444444444444446
6,379,4,5000,4.3,-7.2721621,110.4698457,2,2,0,0.005555555555555556
6,382,2,200000,4.3,-7.2539005,110.4414953,4,2,0,0.2222222222222222
7,255,5,15000,4.4,-6.8782387,107.5875349,1,0,1,0.016666666666666666
7,269,3,7500,4.5,-6.8932173,107.7448856,2,0,1,0.008333333333333333
7,213,3,5000,4.6,-6.9024812,107.61881,1,0,1,0.005555555555555556
7,228,3,3000,4.5,-6.9375748,107.603775,1,0,1,0.0033333333333333335
7,126,5,4000,4.3,-7.999423,110.248963,0,4,1,0.0044444444444444444
7,192,5,15000,4.4,-7.943178,110.48924,2,4,1,0.016666666666666666
7,376,4,30000,4.5,-6.9749923,110.424954,1,2,1,0.03333333333333333
7,183,5,150000,4.4,-7.7478461,110.4188754,4,4,1,0.16666666666666666
7,129,4,2000,4.5,-7.9157997,110.4366436,4,4,1,0.0022222222222222222
7,303,4,0,4.7,-6.919425,107.6078639,5,0,1,0.0
7,296,3,70000,4.4,-6.96323,107.626416,4,0,1,0.07777777777777778
7,237,5,75000,4.3,-6.9614032,107.6227321,4,0,1,0.08333333333333333
7,99,4,0,4.4,-7.806093,110.35831,1,4,1,0.0
7,88,4,3000,4.6,-7.8002016,110.3663044,1,4,1,0.0033333333333333335
7,148,3,5000,4.3,-7.9492612,110.4926511,2,4,1,0.005555555555555556
7,13,2,5000,4.2,-5.745962,106.6136577,0,1,1,0.005555555555555556
7,377,5,35000,4.5,-7.2156923,110.3649392,4,2,1,0.03888888888888889
7,183,4,150000,4.4,-7.7478461,110.4188754,4,4,1,0.16666666666666666
7,247,4,15000,4.4,-6.9159459,107.6421462,4,0,1,0.016666666666666666
7,31,3,25000,4.3,-6.105334,106.735584,2,1,1,0.027777777777777776
7,298,4,0,4.8,-6.9580556,107.5205556,2,0,1,0.0
7,290,4,5000,4.6,-6.8597474,107.5941693,1,0,1,0.005555555555555556
7,385,5,0,4.4,-6.9688821,110.4318692,1,2,1,0.0
7,77,5,0,4.4,-6.2371409,106.8526505,4,1,1,0.0
7,107,2,5000,4.6,-7.8052843,110.3642137,1,4,1,0.005555555555555556
7,77,3,0,4.4,-6.2371409,106.8526505,4,1,1,0.0
8,158,5,10000,4.5,-8.1554468,110.6217582,0,4,1,0.011111111111111112
8,301,3,50000,4.4,-6.842535,107.622698,2,0,1,0.05555555555555555
8,290,2,5000,4.6,-6.8597474,107.5941693,1,0,1,0.005555555555555556
8,322,5,0,4.2,-7.1951102,107.4312811,2,0,1,0.0
8,306,4,150000,4.6,-7.1965023,107.5454594,2,0,1,0.16666666666666666
8,98,5,15000,4.3,-7.7505259,110.3687049,4,4,1,0.016666666666666666
8,235,4,15000,4.4,-6.8544594,107.6377907,2,0,1,0.016666666666666666
8,45,2,185000,4.6,-6.1752647,106.7904684,4,1,1,0.20555555555555555
8,173,3,10000,4.4,-8.1827028,110.6792399,0,4,1,0.011111111111111112
8,306,2,150000,4.6,-7.1965023,107.5454594,2,0,1,0.16666666666666666
8,393,5,0,4.4,-7.2952211,112.8035603,2,3,1,0.0
8,395,5,0,4.6,-7.2614722,112.7428284,4,3,1,0.0
8,89,3,50000,4.4,-7.8163156,110.3871442,1,4,1,0.05555555555555555
8,433,4,2000,4.4,-7.4338593,112.7199058,1,3,1,0.0022222222222222222
8,143,5,2000,4.6,-7.9310984,110.430919,2,4,1,0.0022222222222222222
8,275,3,20000,3.9,-6.7991958,107.5922088,2,0,1,0.022222222222222223
8,25,5,0,4.0,-6.1890096,106.8119312,3,1,1,0.0
8,98,2,15000,4.3,-7.7505259,110.3687049,4,4,1,0.016666666666666666
8,130,3,10000,4.4,-7.8057936,110.2367304,4,4,1,0.011111111111111112
8,223,5,0,4.7,-6.9216897,107.6061399,5,0,1,0.0
8,368,2,3000,4.5,-7.267539,110.418076,2,2,1,0.0033333333333333335
8,164,5,2500,4.4,-7.913608,110.437783,2,4,1,0.002777777777777778
8,267,4,50000,4.4,-6.9119768,107.569674,4,0,1,0.05555555555555555
8,202,3,10000,4.5,-8.146423,110.6061408,0,4,1,0.011111111111111112
8,56,2,25000,4.4,-6.1194215,106.8502435,0,1,1,0.027777777777777776
8,30,3,0,4.5,-6.1964087,106.8293106,4,1,1,0.0
8,238,3,7500,4.5,-6.8761111,107.7436111,2,0,1,0.008333333333333333
8,294,4,0,4.3,-6.8986869,107.6077451,1,0,1,0.0
9,402,3,0,4.5,-7.251022,112.6620053,3,3,1,0.0
9,196,4,3000,4.4,-8.1211475,110.5142337,0,4,1,0.0033333333333333335
9,406,4,0,4.4,-7.3123655,112.7889021,2,3,1,0.0
9,55,4,0,4.5,-6.1444737,106.8126018,5,1,1,0.0
9,30,3,0,4.5,-6.1964087,106.8293106,4,1,1,0.0
9,246,5,10000,4.4,-6.7905692,107.5826388,2,0,1,0.011111111111111112
9,30,2,0,4.5,-6.1964087,106.8293106,4,1,1,0.0
9,310,4,0,4.1,-6.8038883,107.5866313,2,0,1,0.0
9,417,4,10000,4.5,-7.246944,112.802222,1,3,1,0.011111111111111112
9,304,4,2500,4.4,-7.1923281,107.5510012,2,0,1,0.002777777777777778
9,206,3,8000,4.4,-7.6120675,110.4205209,2,4,1,0.008888888888888889
9,211,3,30000,4.5,-6.7596377,107.6097807,2,0,1,0.03333333333333333
9,28,5,35000,4.5,-6.3568093,106.9062371,4,1,1,0.03888888888888889
9,264,3,0,4.8,-6.9148394,107.6105511,5,0,1,0.0
9,242,3,12000,4.0,-6.8655225,107.6181878,2,0,1,0.013333333333333334
9,403,3,0,4.2,-7.2220559,112.7319967,4,3,1,0.0
9,253,4,25000,4.6,-6.8585406,107.6365486,4,0,1,0.027777777777777776
9,265,4,0,4.4,-6.9173405,107.6112627,1,0,1,0.0
9,331,4,175000,4.5,-6.819875,107.618707,1,0,1,0.19444444444444445
9,188,4,10000,4.6,-8.145668,110.6043914,0,4,1,0.011111111111111112
9,54,3,0,4.2,-6.3401514,106.9012561,4,1,1,0.0
9,420,5,0,4.5,-7.2562972,112.7379955,1,3,1,0.0
9,416,4,0,4.4,-7.2567553,112.7942203,1,3,1,0.0
9,378,5,0,4.2,-7.2678201,110.4483217,4,2,1,0.0
9,233,4,30000,4.6,-7.3193253,107.7310494,2,0,1,0.03333333333333333
9,95,5,0,5.0,-7.8229089,110.3756894,4,4,1,0.0
9,105,2,0,4.4,-7.7955613,110.3612095,1,4,1,0.0
9,233,5,30000,4.6,-7.3193253,107.7310494,2,0,1,0.03333333333333333
9,204,2,0,4.4,-7.6258806,110.371698,4,4,1,0.0
9,225,5,50000,4.6,-6.780493,107.637475,4,0,1,0.05555555555555555
9,341,5,3000,4.3,-7.0296837,110.3999611,2,2,1,0.0033333333333333335
10,145,3,5000,4.1,-7.8136085,110.5033442,4,4,1,0.005555555555555556
10,36,4,110000,4.5,-6.178996,106.791941,4,1,1,0.12222222222222222
10,168,5,10000,4.7,-8.1759266,110.6624196,0,4,1,0.011111111111111112
10,12,2,150000,4.0,-5.9074328,106.5863989,0,1,1,0.16666666666666666
10,134,5,10000,4.4,-7.8055232,110.2374676,4,4,1,0.011111111111111112
10,280,4,0,4.9,-6.9347698,107.6253513,5,0,1,0.0
10,236,4,0,4.6,-6.912966,107.6096031,4,0,1,0.0
10,95,5,0,5.0,-7.8229089,110.3756894,4,4,1,0.0
10,344,3,3000,4.1,-6.948877,110.3893285,0,2,1,0.0033333333333333335
10,18,5,2000,4.7,-6.137127,106.813005,1,1,1,0.0022222222222222222
10,42,3,5000,4.4,-6.1342598,106.814552,1,1,1,0.005555555555555556
10,90,5,5000,4.6,-7.8100673,110.3594581,4,4,1,0.005555555555555556
10,280,5,0,4.9,-6.9347698,107.6253513,5,0,1,0.0
10,75,4,180000,4.3,-6.2992718,106.89151,4,1,1,0.2
10,63,5,2000,4.7,-6.178352,106.838094,1,1,1,0.0022222222222222222
10,205,5,50000,4.5,-7.8725673,110.3546963,4,4,1,0.05555555555555555
10,268,3,50000,4.6,-6.8423638,107.6232403,4,0,1,0.05555555555555555
10,234,3,75000,4.5,-6.8516591,107.5955534,1,0,1,0.08333333333333333
10,284,3,0,4.3,-6.9177044,107.6036014,3,0,1,0.0
10,405,3,50000,4.4,-7.1968193,112.7324578,4,3,1,0.05555555555555555
10,230,4,30000,4.4,-6.8281528,107.4350179,4,0,1,0.03333333333333333
10,197,3,5000,4.6,-8.197822,110.7123397,0,4,1,0.005555555555555556
10,339,3,35000,4.5,-6.9962366,110.398122,1,2,1,0.03888888888888889
10,159,2,2500,4.5,-7.9209209,110.4355651,2,4,1,0.002777777777777778
10,77,2,0,4.4,-6.2371409,106.8526505,4,1,1,0.0
10,23,2,0,4.8,-6.169225,106.833063,5,1,1,0.0
10,67,5,25000,4.2,-6.1160075,106.7692016,2,1,1,0.027777777777777776
10,35,4,0,4.7,-6.1951801,106.8204412,3,1,1,0.0
11,229,2,45000,4.0,-6.8669518,107.6100859,4,0,2,0.05
11,226,2,20000,4.4,-6.8419756,107.622824,4,0,2,0.022222222222222223
11,310,3,0,4.1,-6.8038883,107.5866313,2,0,2,0.0
11,430,3,125000,4.4,-7.2516189,112.8009694,4,3,2,0.1388888888888889
11,107,3,5000,4.6,-7.8052843,110.3642137,1,4,2,0.005555555555555556
11,37,5,10000,4.5,-6.3602487,106.893842,4,1,2,0.011111111111111112
11,322,5,0,4.2,-7.1951102,107.4312811,2,0,2,0.0
11,109,2,3000,4.5,-7.8704832,110.4599108,4,4,2,0.0033333333333333335
11,341,4,3000,4.3,-7.0296837,110.3999611,2,2,2,0.0033333333333333335
11,206,2,8000,4.4,-7.6120675,110.4205209,2,4,2,0.008888888888888889
11,97,4,15000,4.5,-7.7495904,110.3696068,1,4,2,0.016666666666666666
11,41,3,2000,4.4,-6.1269553,106.8085899,1,1,2,0.0022222222222222222
11,355,4,75000,4.6,-7.1945903,110.3733583,2,2,2,0.08333333333333333
11,82,2,5000,4.5,-6.2316985,106.8185425,1,1,2,0.005555555555555556
11,376,4,30000,4.5,-6.9749923,110.424954,1,2,2,0.03333333333333333
11,406,4,0,4.4,-7.3123655,112.7889021,2,3,2,0.0
11,186,4,5000,4.4,-7.9119427,110.0647339,0,4,2,0.005555555555555556
11,88,3,3000,4.6,-7.8002016,110.3663044,1,4,2,0.0033333333333333335
11,378,2,0,4.2,-7.2678201,110.4483217,4,2,2,0.0
11,151,5,0,4.4,-7.6410258,110.3622794,4,4,2,0.0
11,149,2,3000,4.4,-7.9794413,110.3803114,2,4,2,0.0033333333333333335
11,6,5,25000,4.5,-6.1173332,106.8579951,4,1,2,0.027777777777777776
11,150,2,7000,4.7,-7.8067535,110.3636659,1,4,2,0.0077777777777777776
11,11,3,5000,4.6,-6.035833,106.746944,0,1,2,0.005555555555555556
11,127,3,10000,4.3,-7.7044358,110.45026,4,4,2,0.011111111111111112
11,6,2,25000,4.5,-6.1173332,106.8579951,4,1,2,0.027777777777777776
11,5,5,94000,4.5,-6.12419,106.839134,4,1,2,0.10444444444444445
11,236,2,0,4.6,-6.912966,107.6096031,4,0,2,0.0
12,429,3,0,4.6,-7.2308173,112.7342344,1,3,1,0.0
12,194,3,5000,4.5,-8.1862462,110.709901,0,4,1,0.005555555555555556
12,27,2,115000,4.5,-6.1264775,106.842963,4,1,1,0.12777777777777777
12,236,3,0,4.6,-6.912966,107.6096031,4,0,1,0.0
12,49,5,0,4.8,-6.1948499,106.8200607,1,1,1,0.0
12,369,5,7500,4.4,-7.2598861,110.4025602,1,2,1,0.008333333333333333
12,94,5,7000,4.5,-7.8087911,110.3591825,4,4,1,0.0077777777777777776
12,226,4,20000,4.4,-6.8419756,107.622824,4,0,1,0.022222222222222223
12,274,4,0,4.6,-6.8853746,107.6111899,2,0,1,0.0
12,72,5,300000,4.4,-6.1136559,106.7478596,4,1,1,0.3333333333333333
12,183,5,150000,4.4,-7.7478461,110.4188754,4,4,1,0.16666666666666666
12,265,4,0,4.4,-6.9173405,107.6112627,1,0,1,0.0
12,301,5,50000,4.4,-6.842535,107.622698,2,0,1,0.05555555555555555
12,46,4,40000,4.0,-5.7296716,106.5714158,0,1,1,0.044444444444444446
12,65,2,1000,4.6,-6.2897885,106.7932681,1,1,1,0.0011111111111111111
12,203,5,40000,4.3,-7.8159633,110.4136917,4,4,1,0.044444444444444446
12,379,4,5000,4.3,-7.2721621,110.4698457,2,2,1,0.005555555555555556
12,139,4,10000,4.7,-7.841253,110.543056,2,4,1,0.011111111111111112
12,5,5,94000,4.5,-6.12419,106.839134,4,1,1,0.10444444444444445
12,141,2,3000,4.5,-7.5829198,110.4476816,2,4,1,0.0033333333333333335
12,312,5,11000,4.5,-6.8585841,107.6306089,2,0,1,0.012222222222222223
12,154,5,10000,4.5,-8.1333389,110.5537405,0,4,1,0.011111111111111112
12,71,5,50000,4.5,-6.3799969,106.8949793,2,1,1,0.05555555555555555
12,302,3,0,4.7,-6.9000672,107.62587,5,0,1,0.0
12,75,5,180000,4.3,-6.2992718,106.89151,4,1,1,0.2
12,30,5,0,4.5,-6.1964087,106.8293106,4,1,1,0.0
12,52,3,15000,4.5,-6.3651357,106.7617984,1,1,1,0.016666666666666666
12,27,3,115000,4.5,-6.1264775,106.842963,4,1,1,0.12777777777777777
12,102,5,40000,4.5,-7.8011159,110.3646172,1,4,1,0.044444444444444446
12,128,2,0,4.5,-8.0173266,110.3180791,4,4,1,0.0
12,293,5,0,4.5,-6.9132752,107.6094908,4,0,1,0.0
12,82,4,5000,4.5,-6.2316985,106.8185425,1,1,1,0.005555555555555556
12,402,3,0,4.5,-7.251022,112.6620053,3,3,1,0.0
12,98,2,15000,4.3,-7.7505259,110.3687049,4,4,1,0.016666666666666666
13,398,2,0,4.1,-7.2662139,112.795281,4,3,0,0.0
13,65,2,1000,4.6,-6.2897885,106.7932681,1,1,0,0.0011111111111111111
13,371,5,25000,4.3,-7.2531096,110.4264512,2,2,0,0.027777777777777776
13,422,4,0,4.6,-7.1954748,112.7395206,1,3,0,0.0
13,214,5,280000,4.5,-6.9250943,107.6364944,4,0,0,0.3111111111111111
13,20,2,2000,4.5,-6.1722241,106.8189695,1,1,0,0.0022222222222222222
13,114,5,30000,4.3,-7.6041648,110.4510042,4,4,0,0.03333333333333333
13,229,2,45000,4.0,-6.8669518,107.6100859,4,0,0,0.05
13,56,5,25000,4.4,-6.1194215,106.8502435,0,1,0,0.027777777777777776
13,265,4,0,4.4,-6.9173405,107.6112627,1,0,0,0.0
